_id,Product Collection,Code Name,Vertical Segment,Processor Number,Status,Launch Date,Lithography,Included Items,# of Cores,# of Threads,Processor Base Frequency,Max Turbo Frequency,Cache,Intel® Turbo Boost Max Technology 3_0 Frequency ‡,TDP,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported   ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Intel® Deep Learning Boost (Intel® DL Boost),Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Max Technology 3_0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set Extensions,# of AVX-512 FMA Units,Enhanced Intel SpeedStep® Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Bus Speed,# of QPI Links,Product Brief,Instruction Set,PCI Express Configurations ‡,Intel® vPro™ Platform Eligibility ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Idle States,Intel® Smart Response Technology,Intel® Trusted Execution Technology ‡,Max Memory Bandwidth,TCASE,Package Size,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Processor Graphics ‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,# of Displays Supported ‡,Intel® TSX-NI,Secure Key,Anti-Theft Technology,Low Halogen Options Available,VID Voltage Range,Description,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Intel® Fast Memory Access,Intel® Flex Memory Access,Configurable TDP-up Frequency,Configurable TDP-up,Configurable TDP-down Frequency,Configurable TDP-down,4K Support,Max Resolution (HDMI 1_4)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Device ID,Intel® Speed Shift Technology,Intel® Thermal Velocity Boost,Intel® Stable Image Platform Program (SIPP),Intel® Software Guard Extensions (Intel® SGX),Intel® OS Guard,Intel® Boot Guard,Execution Units,Intel® Clear Video Technology,Intel® Memory Protection Extensions (Intel® MPX),Max Resolution (VGA)‡,Use Conditions,eDRAM,Graphics Name‡,Compute Units,Graphics Memory Bandwidth,Graphics Memory Interface,Max Resolution (HDMI)‡,Vulkan*  Support,H_264 Hardware Encode/Decode,H_265 (HEVC) Hardware Encode/Decode,# of Displays Supported‡,Graphics Burst Frequency,Secure Boot,Intel® Virtualization Technology for Itanium (VT-i),Scenario Design Power (SDP),Additional Information URL,Expected Discontinuance,PCI Support,# of USB Ports,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6_0 Gb/s Ports,Intel® ME Firmware Version,Intel® HD Audio Technology,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Intel® Matrix Storage Technology,Macrovision* License Required,Physical Address Extensions,Processing Die Size,# of Processing Die Transistors,FSB Parity
5dacbafd478bae28f9227aa5,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Embedded,i7-4700EC,Launched,Q1'14,22 nm,,4,8,2.70 GHz,,8 MB SmartCache,,43 W,Yes,View now,32 GB,DDR3L 1333/1600,2,Yes,,3.0,16,FCBGA1364,1,,100°C,,,,,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI,,,64-bit,"Up to 1x16, 2x8, 1x8 2x4",,Yes,Yes,,Yes,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,,,,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,,,,,,,,,,,,,,N/A,,,11.2/12,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbaff478bae28f9227aa6,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Embedded,i7-4700EQ,Launched,Q2'13,22 nm,,4,8,2.40 GHz,3.40 GHz,6 MB SmartCache,,47 W,Yes,View now,32 GB,DDR3L 1333/1600,2,Yes,1S Only,3.0,16,FCBGA1364,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI,,View now,64-bit,"Up to 1x16, 2x8, 1x8 2x4",Yes,Yes,Yes,,Yes,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.00 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,Yes,,,,,,,,,N/A,,,11.2/12,4.3,,,,No,,,,,,,,Industrial Commercial Temp,,,,,,,,,,,,,,,View now,,,,,,,,,,,,,,,,,,,,
5dacbb01478bae28f9227aa7,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Mobile,i7-4700HQ,Launched,Q2'13,22 nm,,4,8,2.40 GHz,3.40 GHz,6 MB SmartCache,,47 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCBGA1364,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0x416,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb03478bae28f9227aa8,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Mobile,i7-4700MQ,Launched,Q2'13,22 nm,,4,8,2.40 GHz,3.40 GHz,6 MB SmartCache,,47 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCPGA946,1,,100°C,,,,2.0,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0x416,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb05478bae28f9227aa9,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Embedded,i7-4702EC,Launched,Q1'14,22 nm,,4,8,2.00 GHz,,8 MB SmartCache,,27 W,Yes,View now,32 GB,DDR3L 1333/1600,2,Yes,,3.0,16,FCBGA1364,1,,100°C,,,,,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI,,,64-bit,"Up to 1x16, 2x8, 1x8 2x4",,Yes,Yes,,Yes,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,,,,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,,,,,,,,,,,,,,N/A,,,11.2/12,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb07478bae28f9227aaa,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Mobile,i7-4702HQ,Launched,Q2'13,22 nm,,4,8,2.20 GHz,3.20 GHz,6 MB SmartCache,,37 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCBGA1364,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0x416,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb09478bae28f9227aab,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Mobile,i7-4702MQ,Launched,Q2'13,22 nm,,4,8,2.20 GHz,3.20 GHz,6 MB SmartCache,,37 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCPGA946,1,,100°C,,,,2.0,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0x416,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb0b478bae28f9227aac,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Mobile,i7-4710HQ,Launched,Q2'14,22 nm,,4,8,2.50 GHz,3.50 GHz,6 MB SmartCache,,47 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCBGA1364,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0x416,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb0d478bae28f9227aad,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Mobile,i7-4710MQ,Launched,Q2'14,22 nm,,4,8,2.50 GHz,3.50 GHz,6 MB SmartCache,,47 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCPGA946,1,,100°C,,,,2.0,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0x416,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb0f478bae28f9227aae,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Mobile,i7-4712HQ,Launched,Q2'14,22 nm,,4,8,2.30 GHz,3.30 GHz,6 MB SmartCache,,37 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCBGA1364,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0x416,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb11478bae28f9227aaf,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Mobile,i7-4712MQ,Launched,Q2'14,22 nm,,4,8,2.30 GHz,3.30 GHz,6 MB SmartCache,,37 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCPGA946,1,,100°C,,,,2.0,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0x416,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb12478bae28f9227ab0,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Mobile,i7-4720HQ,Launched,Q1'15,22 nm,,4,8,2.60 GHz,3.60 GHz,6 MB,,47 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCBGA1364,1,,100°C,,,,,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0x416,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb14478bae28f9227ab1,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Mobile,i7-4722HQ,Launched,Q1'15,22 nm,,4,8,2.40 GHz,3.40 GHz,6 MB,,37 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCBGA1364,1,,100°C,,,,,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® HD Graphics 4600,400 MHz,1.15 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0x416,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb17478bae28f9227ab2,4th Generation Intel® Core™ i7 Processors,Products formerly Crystal Well,Mobile,i7-4750HQ,Launched,Q3'13,22 nm,,4,8,2.00 GHz,3.20 GHz,6 MB SmartCache,,47 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCBGA1364,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,Yes,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® Iris® Pro Graphics 5200,200 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0xD26,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb19478bae28f9227ab3,4th Generation Intel® Core™ i7 Processors,Products formerly Crystal Well,Mobile,i7-4760HQ,Launched,Q2'14,22 nm,,4,8,2.10 GHz,3.30 GHz,6 MB SmartCache,,47 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCBGA1364,1,,100°C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"1x16, 2x8, 1x8 2x4",No,Yes,Yes,,Yes,25.6 GB/s,,37.5mm x 32mm x 1.6mm,,Yes,Yes,Intel® Iris® Pro Graphics 5200,200 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,,Yes,Yes,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0xD26,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb1b478bae28f9227ab4,4th Generation Intel® Core™ i7 Processors,Products formerly Crystal Well,Mobile,i7-4770HQ,Launched,Q3'14,22 nm,,4,8,2.20 GHz,3.40 GHz,6 MB,,47 W,No,View now,32 GB,DDR3L 1333/1600,2,No,,3,16,FCBGA1364,1,,100 C,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,1x16 or 2x8 or 1x8 2x4,No,Yes,Yes,,Yes,25.6 GB/s,,37.5mm x 32mm x 1.65mm,,Yes,Yes,Intel® Iris® Pro Graphics 5200,200 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,Yes,Yes,,,,,,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0xD26,,,,,,,,,,2880x1800@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb1d478bae28f9227ab5,4th Generation Intel® Core™ i7 Processors,Products formerly Devil's Canyon,Desktop,i7-4790K,Discontinued,Q2'14,22 nm,,4,8,4.00 GHz,4.40 GHz,8 MB SmartCache,,88 W,No,View now,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,No,1S Only,3.0,16,FCLGA1150,1,PCG 2013D,,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",No,Yes,Yes,,No,25.6 GB/s,74.04°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 4600,350 MHz,1.25 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,Yes,,,,,,,,,3840x2160@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,4.3,0x412,,,No,,Yes,,20,,,1920x1200@60Hz,,,,,,,,,,,,,,,,,07/14/2017,,,,,,,,,,,,,,,,,,,
5dacbb1f478bae28f9227ab6,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Desktop,i7-4770K,Discontinued,Q2'13,22 nm,,4,8,3.50 GHz,3.90 GHz,8 MB SmartCache,,84 W,No,View now,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,No,1S Only,Up to 3.0,16,FCLGA1150,1,PCG 2013D,,,,,2.0,Yes,Yes,No,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",No,Yes,Yes,,No,25.6 GB/s,72.72°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 4600,350 MHz,1.25 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,Yes,,,,,,,,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,4.3,0x412,,,No,,Yes,,,,,1920x1200@60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb21478bae28f9227ab7,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Desktop,i7-4765T,Discontinued,Q2'13,22 nm,,4,8,2.00 GHz,3.00 GHz,8 MB SmartCache,,35 W,No,View now,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,No,1S Only,Up to 3.0,16,FCLGA1150,1,PCG 2013A,,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,Yes,25.6 GB/s,66.35°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 4600,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,Yes,,,,,,,,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,4.3,0x412,,,Yes,,Yes,,,,,1920x1200@60Hz,,,,,,,,,,,,,,,,,07/14/2017,,,,,,,,,,,,,,,,,,,
5dacbb23478bae28f9227ab8,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Desktop,i7-4770,Discontinued,Q2'13,22 nm,,4,8,3.40 GHz,3.90 GHz,8 MB SmartCache,,84 W,No,View now,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,No,1S Only,Up to 3.0,16,FCLGA1150,1,PCG 2013D,,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,Yes,25.6 GB/s,72.72°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 4600,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,Yes,,,,,,,,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,4.3,0x412,,,Yes,,Yes,,,,,1920x1200@60Hz,,,,,,,,,,,,,,,,,07/14/2017,,,,,,,,,,,,,,,,,,,
5dacbb25478bae28f9227ab9,4th Generation Intel® Core™ i7 Processors,Products formerly Crystal Well,Desktop,i7-4770R,Discontinued,Q2'13,22 nm,,4,8,3.20 GHz,3.90 GHz,6 MB SmartCache,,65 W,No,View now,32 GB,DDR3 and DDR3L 1333/1600 at 1.5V,2,No,1S Only,3.0,16,FCBGA1364,1,,,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,0,,64-bit,"Up to 1x16, 2x8, 1x8/2x4",No,Yes,Yes,,No,25.6 GB/s,,37.5mm x 32mm x 1.65mm,,Yes,Yes,Intel® Iris® Pro Graphics 5200,200 MHz,1.30 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,Yes,,,,,,,,,3840x2160@30Hz,3840x2160@60Hz,,11.2/12,4.3,0xD22,,,No,,Yes,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb27478bae28f9227aba,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Desktop,i7-4770S,Launched,Q2'13,22 nm,,4,8,3.10 GHz,3.90 GHz,8 MB SmartCache,,65 W,Yes,View now,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,No,1S Only,Up to 3.0,16,FCLGA1150,1,PCG 2013C,,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,Yes,25.6 GB/s,71.35°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 4600,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,Yes,,,,,,,,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,4.3,0x412,,,Yes,,Yes,,,,,1920x1200@60Hz,PC/Client/Tablet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dacbb29478bae28f9227abb,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Desktop,i7-4770T,Discontinued,Q2'13,22 nm,,4,8,2.50 GHz,3.70 GHz,8 MB SmartCache,,45 W,No,View now,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,No,1S Only,Up to 3.0,16,FCLGA1150,1,PCG 2013B,,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI2,,,64-bit,"Up to 1x16, 2x8, 1x8+2x4",Yes,Yes,Yes,,Yes,25.6 GB/s,71.45°C,37.5mm x 37.5mm,,Yes,Yes,Intel® HD Graphics 4600,350 MHz,1.20 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,Yes,,,,,,,,,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,11.2/12,4.3,0x412,,,Yes,,Yes,,,,,1920x1200@60Hz,,,,,,,,,,,,,,,,,07/14/2017,,,,,,,,,,,,,,,,,,,
5dacbb2b478bae28f9227abc,4th Generation Intel® Core™ i7 Processors,Products formerly Haswell,Embedded,i7-4770TE,Launched,Q2'13,22 nm,,4,8,2.30 GHz,3.30 GHz,8 MB SmartCache,,45 W,Yes,View now,32 GB,DDR3 1333/1600,2,No,1S Only,3.0,16,FCLGA1150,1,PCG 2013B,,,,,2.0,Yes,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",,Yes,Yes,Yes,5 GT/s DMI,,View now,64-bit,1x16,Yes,Yes,Yes,,Yes,25.6 GB/s,71.45°C,37.5mm x 37.5mm (LGA1150),,Yes,Yes,Intel® HD Graphics 4600,350 MHz,1.00 GHz,2 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,No,Yes,Yes,,,,,,,,,,,,,N/A,,,11.2/12,4.3,,,,,,,,,,,,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",,,,,,,,,,,,,,,View now,,,,,,,,,,,,,,,,,,,,
