Product Collection,Code Name,Vertical Segment,Processor Number,Status,Launch Date,Lithography,Included Items,# of Cores,# of Threads,Processor Base Frequency,Max Turbo Frequency,Cache,Intel® Turbo Boost Max Technology 3_0 Frequency ‡,TDP,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported   ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Intel® Deep Learning Boost (Intel® DL Boost),Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Max Technology 3_0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set Extensions,# of AVX-512 FMA Units,Enhanced Intel SpeedStep® Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Recommended Customer Price,Bus Speed,# of QPI Links,Product Brief,Instruction Set,PCI Express Configurations ‡,Intel® vPro™ Platform Eligibility ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Idle States,Intel® Smart Response Technology,Intel® Trusted Execution Technology ‡,Max Memory Bandwidth,TCASE,Package Size,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Processor Graphics ‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,# of Displays Supported ‡,Intel® TSX-NI,Secure Key,Anti-Theft Technology,VID Voltage Range,Description,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Intel® Fast Memory Access,Intel® Flex Memory Access,Configurable TDP-up Frequency,Configurable TDP-up,Configurable TDP-down Frequency,Configurable TDP-down,4K Support,Max Resolution (HDMI 1_4)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Device ID,Intel® Speed Shift Technology,Intel® Thermal Velocity Boost,Intel® Stable Image Platform Program (SIPP),Intel® Software Guard Extensions (Intel® SGX),Intel® OS Guard,Intel® Boot Guard,Execution Units,Intel® Clear Video Technology,Intel® Memory Protection Extensions (Intel® MPX),Max Resolution (VGA)‡,Use Conditions,eDRAM,Graphics Name‡,Compute Units,Graphics Memory Bandwidth,Graphics Memory Interface,Max Resolution (HDMI)‡,Vulkan*  Support,H_264 Hardware Encode/Decode,H_265 (HEVC) Hardware Encode/Decode,# of Displays Supported‡,Graphics Burst Frequency,Secure Boot,Intel® Virtualization Technology for Itanium (VT-i),Scenario Design Power (SDP),Additional Information URL,Expected Discontinuance,PCI Support,# of USB Ports,USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6_0 Gb/s Ports,Intel® ME Firmware Version,Intel® HD Audio Technology,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Low Halogen Options Available,Intel® Matrix Storage Technology,Macrovision* License Required,Physical Address Extensions,Processing Die Size,# of Processing Die Transistors,FSB Parity,Burst Frequency,Integrated Wireless‡,Maximum Memory Speed,Interfaces Supported,Operating Temperature Range,Intel® Smart Idle Technology,Processor Single Core Base Frequency,Single Core TDP,# of UPI Links,Intel® Volume Management Device (VMD),Intel® Run Sure Technology,Mode-based Execute Control (MBE),Intel® Optane™ DC Persistent Memory Supported,Intel® Speed Select technology - Performance Profile,Intel® Speed Select technology - Base Frequency,Intel® Resource Director Technology (Intel® RDT),Integrated Intel® Omni-Path Architecture (Intel® OPA),Intel® Instruction Replay Technology,Supported FSBs,Integrated Intel® QuickAssist Technology,Intel® Quiet System Technology,Bracket Height,Baseband Functions,RF Transceiver,RF Transceiver Functions,Protocol Stack,Max Refresh Rate,Intel® Quick Resume Technology,Intel® AC97 Technology,Intel® I/O Acceleration Technology
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,,180 nm,,1,,800 MHz,,256 KB L2 Cache,,20.8 W,Yes,View now,,,,,,,,"PPGA370, SECC2, SECC2495",,,,,,,No,,No,,,,,,,,,133 MHz,,,32-bit,,,,,,,,80°C,,,,,,,,,,,,,,,,,,1.75V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,,180 nm,,1,,800 MHz,,256 KB L2 Cache,,20.8 W,Yes,View now,,,,,,,,"PPGA370, SECC2, SECC2495, SECC20",,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,80°C,,,,,,,,,,,,,,,,,,1.7V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,,180 nm,,1,,750 MHz,,256 KB L2 Cache,,19.5 W,Yes,View now,,,,,,,,"PPGA370, SECC2, SECC2495",,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,80°C,,,,,,,,,,,,,,,,,,1.7V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,Q1'00,180 nm,,1,,733 MHz,,256 KB L2 Cache,,22.8 W,Yes,View now,,,,,,,,"PPGA370, SECC2370, SECC2, SECC2495",,,,,,,No,,No,,,,,,,,,133 MHz,,,32-bit,,,,,,,,80°C,,,,,,,,,,,,,,,,,,1.75V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,Q1'00,180 nm,,1,,700 MHz,,256 KB L2 Cache,,18.3 W,Yes,View now,,,,,,,,"PPGA370, SECC2, SECC2495",,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,80°C,,,,,,,,,,,,,,,,,,1.65V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,,180 nm,,1,,667 MHz,,256 KB L2 Cache,,17.5 W,Yes,View now,,,,,,,,"PPGA370, SECC2, H-PBGA, SECC2495",,,,,,,No,,No,,,,,,,,,133 MHz,,,32-bit,,,,,,,,82°C,,,,,,,,,,,,,,,,,,1.65V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,,180 nm,,1,,650 MHz,,256 KB L2 Cache,,17 W,Yes,View now,,,,,,,,"PPGA370, SECC2, SECC2495",,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,82°C,,,,,,,,,,,,,,,,,,1.7V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Katmai,Desktop,,Discontinued,,250 nm,,1,,600 MHz,,512 KB L2 Cache,,34.5 W,No,View now,,,,,,,,"SECC2576, SECC2242",,,,,,,No,,No,,,,,,,,,133 MHz,,,32-bit,,,,,,,,85°C,,,,,,,,,,,,,,,,,,2.05V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,,180 nm,,1,,600 MHz,,256 KB L2 Cache,,15.8 W,Yes,View now,,,,,,,,"PPGA370, SECC2, H-PBGA, SECC2495",,,,,,,No,,No,,,,,,,,,133 MHz,,,32-bit,,,,,,,,82°C,,,,,,,,,,,,,,,,,,1.65V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Katmai,Desktop,,Discontinued,,250 nm,,1,,600 MHz,,512 KB L2 Cache,,34.5 W,No,View now,,,,,,,,"SECC2242, SECC2, SECC2576",,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,85°C,,,,,,,,,,,,,,,,,,2.05V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,Q1'00,180 nm,,1,,600 MHz,,256 KB L2 Cache,,19.5 W,Yes,View now,,,,,,,,"PPGA370, SECC2, H-PBGA, SECC2495",,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,82°C,,,,,,,,,,,,,,,,,,1.75V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,,180 nm,,1,,550 MHz,,256 KB L2 Cache,,14.5 W,Yes,View now,,,,,,,,"PPGA370, SECC2, SECC2495",,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,82°C,,,,,,,,,,,,,,,,,,1.65V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Katmai,Desktop,,Discontinued,,250 nm,,1,,533 MHz,,512 KB L2 Cache,,29.7 W,No,View now,,,,,,,,"SECC2242, SECC2576",,,,,,,No,,No,,,,,,,,,133 MHz,,,32-bit,,,,,,,,90°C,,,,,,,,,,,,,,,,,,2.0V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Katmai,Desktop,,Discontinued,,250 nm,,1,,550 MHz,,512 KB L2 Cache,,30.8 W,No,View now,,,,,,,,"SECC2242, SECC2576",,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,80°C,,,,,,,,,,,,,,,,,,2.0V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,,180 nm,,1,,533 MHz,,256 KB L2 Cache,,14 W,Yes,View now,,,,,,,,"PPGA370, SECC2, SECC2495",,,,,,,No,,No,,,,,,,,,133 MHz,,,32-bit,,,,,,,,82°C,,,,,,,,,,,,,,,,,,1.65V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Katmai,Desktop,,Discontinued,,250 nm,,1,,500 MHz,,512 KB L2 Cache,,28 W,No,View now,,,,,,,,"SECC2242, SECC242, SECC576, SECC2576",,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,90°C,,,,,,,,,,,,,,,,,,2.0V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Coppermine,Desktop,,Discontinued,,180 nm,,1,,500 MHz,,256 KB L2 Cache,,13.2 W,Yes,View now,,,,,,,,PPGA370,,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,85°C,,,,,,,,,,,,,,,,,,1.6V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Katmai,Desktop,,Discontinued,,250 nm,,1,,450 MHz,,512 KB L2 Cache,,25.3 W,No,View now,,,,,,,,"SECC2242, SECC2, SECC576, SECC2576",,,,,,,No,,No,,,,,,,,,100 MHz,,,32-bit,,,,,,,,90°C,,,,,,,,,,,,,,,,,,2.0V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Tualatin,Mobile,,Discontinued,,130 nm,,1,,1.33 GHz,,512 KB L2 Cache,,,Yes,View now,,,,,,,,"H-PBGA479, PPGA478",,,100°C,,,,No,,No,,,,,,,,,133 MHz,,,32-bit,,,,,,,,,,,,,,,,,,,,,,,,,,1.4V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Tualatin,Mobile,,Discontinued,,130 nm,,1,,1.26 GHz,,512 KB L2 Cache,,22 W,Yes,View now,,,,,,,,"H-PBGA479, PPGA478",,,100°C,,,,No,,No,,,,,,,,,133 MHz,,,32-bit,,,,,,,,,,,,,,,,,,,,,,,,,,1.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Tualatin,Mobile,,Discontinued,,130 nm,,1,,1.20 GHz,,512 KB L2 Cache,,22 W,Yes,View now,,,,,,,,"PPGA478, H-PBGA479",,,100°C,,,,No,,No,,,,,Yes,,,,133 MHz,,,32-bit,,,,,,,,,,,,,,,,,,,,,,,,,,1.5V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Tualatin,Mobile,,Discontinued,,130 nm,,1,,1.13 GHz,,512 KB L2 Cache,,21.8 W,Yes,View now,,,,,,,,"PPGA478, H-PBGA479",,,100°C,,,,No,,No,,,,,Yes,,,,133 MHz,,,32-bit,,,,,,,,,,,,,,,,,,,,,,,,,,1.4V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,Products formerly Tualatin,Mobile,,Discontinued,,130 nm,,1,,1.06 GHz,,512 KB L2 Cache,,21 W,Yes,View now,,,,,,,,"H-PBGA479, PPGA478",,,100°C,,,,No,,No,,,,,Yes,,,,133 MHz,,,32-bit,,,,,,,,,,,,,,,,,,,,,,,,,,1.35V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legacy Intel® Pentium® Processor,,Mobile,,Discontinued,,,,1,,1.06 GHz,,512 KB L2,,21 W,No,View now,,,,,,,,,,,100°C,,,,,,,,,,,Yes,,,,133 MHz FSB,,,32-bit,,,,,,,,,,,,,,,,,,,,,,,,,,1.4V-1.15V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
